time,latitude,longitude,t2m,tp,d2m,rh
2022-01-07 15:00:00,45.0,8.0,4.5367737,0.0016272061,-0.7815857,68.39737
2022-01-07 16:00:00,45.0,8.0,3.0411682,0.0016272061,-0.7288513,76.27453
2022-01-07 17:00:00,45.0,8.0,1.9195862,0.0016272061,-1.8108826,76.30554
2022-01-07 18:00:00,45.0,8.0,1.7523499,0.0016272061,-2.3338318,74.300186
2022-01-07 19:00:00,45.0,8.0,2.1095276,0.0016272061,-2.455658,71.780045
2022-01-07 20:00:00,45.0,8.0,1.467926,0.0016272061,-2.6065369,74.31288
2022-01-07 21:00:00,45.0,8.0,0.89224243,0.0016272061,-2.7171326,76.81738
2022-01-07 22:00:00,45.0,8.0,0.5030823,0.0016272061,-2.853363,78.20875
2022-01-07 23:00:00,45.0,8.0,0.25332642,0.0016272061,-2.9703064,78.94486
2022-01-08 00:00:00,45.0,8.0,-0.1590271,0.0016272061,-3.026947,80.99852
2022-01-08 01:00:00,45.0,8.0,-0.532074,0.0,-3.056244,83.04496
2022-01-08 02:00:00,45.0,8.0,-1.3528748,0.0,-3.27182,86.775276
2022-01-08 03:00:00,45.0,8.0,-1.8816833,0.0,-3.502533,88.675064
2022-01-08 04:00:00,45.0,8.0,-2.5086365,0.0,-3.8882751,90.23643
2022-01-08 05:00:00,45.0,8.0,-2.401947,0.0,-3.7034607,90.77361
2022-01-08 06:00:00,45.0,8.0,-2.6333923,0.0,-3.7984314,91.68888
2022-01-08 07:00:00,45.0,8.0,-0.90512085,0.0,-2.455658,89.224396
2022-01-08 08:00:00,45.0,8.0,-0.85775757,0.0,-2.2286072,90.42151
2022-01-08 09:00:00,45.0,8.0,-0.0066833496,0.0,-1.363617,90.577774
2022-01-08 10:00:00,45.0,8.0,2.3370667,0.0,-0.9576111,78.85283
2022-01-08 11:00:00,45.0,8.0,4.0953674,0.0,-0.999115,69.431885
2022-01-08 12:00:00,45.0,8.0,5.1837463,0.0,-1.5259705,61.913616
2022-01-08 13:00:00,45.0,8.0,6.0743713,0.0,-1.150238,59.835182
2022-01-08 14:00:00,45.0,8.0,6.2201233,0.0,-1.2059021,58.995617
2022-01-08 15:00:00,45.0,8.0,5.507965,0.0,1.3565979,74.62108
2022-01-08 16:00:00,45.0,8.0,2.6957092,0.0,-0.41757202,79.95714
2022-01-08 17:00:00,45.0,8.0,1.9945374,0.0,-1.5000916,77.6526
2022-01-08 18:00:00,45.0,8.0,0.6268616,0.0,-1.936615,82.951706
2022-01-08 19:00:00,45.0,8.0,-0.3958435,0.0,-2.1285095,88.07618
2022-01-08 20:00:00,45.0,8.0,0.3397522,0.0,-1.3929138,88.14395
2022-01-08 21:00:00,45.0,8.0,-0.25741577,0.0,-1.5498962,90.98907
2022-01-08 22:00:00,45.0,8.0,-0.12094116,0.0,-1.5205994,90.28565
2022-01-08 23:00:00,45.0,8.0,-0.0574646,0.0,-1.8052673,88.00932
2022-01-09 00:00:00,45.0,8.0,0.50527954,0.026106834,-1.8833923,84.011665
2022-01-09 01:00:00,45.0,8.0,0.59365845,0.080533326,-2.10141,82.146355
2022-01-09 02:00:00,45.0,8.0,0.52822876,0.19387156,-2.0193787,83.036194
2022-01-09 03:00:00,45.0,8.0,0.32876587,0.31956285,-1.8301697,85.424385
2022-01-09 04:00:00,45.0,8.0,-0.17684937,0.38018078,-1.6573181,89.74679
2022-01-09 05:00:00,45.0,8.0,-0.95321655,0.40003657,-1.9205017,93.14773
2022-01-09 06:00:00,45.0,8.0,-0.50668335,0.4079789,-1.638031,92.05598
2022-01-09 07:00:00,45.0,8.0,-0.6717224,0.42581558,-3.2481384,82.70463
2022-01-09 08:00:00,45.0,8.0,-0.60043335,0.42833388,-3.0596619,83.43839
2022-01-09 09:00:00,45.0,8.0,0.3907776,0.42833388,-2.3799744,81.66102
2022-01-09 10:00:00,45.0,8.0,2.136139,0.42833388,-1.5389099,76.65371
2022-01-09 11:00:00,45.0,8.0,3.8558655,0.42833388,-1.078949,70.19807
2022-01-09 12:00:00,45.0,8.0,5.660309,0.42833388,-0.96713257,62.403255
2022-01-09 13:00:00,45.0,8.0,7.023102,0.4287688,-0.94125366,56.919746
2022-01-09 14:00:00,45.0,8.0,7.568512,0.42918906,-0.9239197,54.906307
2022-01-09 15:00:00,45.0,8.0,6.7169495,0.42918906,1.6168518,69.94029
2022-01-09 16:00:00,45.0,8.0,4.221588,0.42918906,0.48330688,76.64862
2022-01-09 17:00:00,45.0,8.0,3.1524963,0.42918906,-0.39901733,77.51707
2022-01-09 18:00:00,45.0,8.0,2.8866272,0.42918906,-0.5215759,78.28741
2022-01-09 19:00:00,45.0,8.0,3.893219,0.42918906,0.62246704,79.226814
2022-01-09 20:00:00,45.0,8.0,3.0360413,0.42918906,0.38809204,82.74928
2022-01-09 21:00:00,45.0,8.0,2.4376526,0.42918906,0.027740479,84.113014
2022-01-09 22:00:00,45.0,8.0,1.8434143,0.42918906,-0.42562866,84.90847
2022-01-09 23:00:00,45.0,8.0,1.4085999,0.42918906,-0.8177185,85.12394
2022-01-10 00:00:00,45.0,8.0,1.0387268,0.42918906,-1.1995544,85.007675
2022-01-10 01:00:00,45.0,8.0,-1.4456482,0.0,-2.9031677,89.797264
2022-01-10 02:00:00,45.0,8.0,-2.3990173,0.0,-3.5943298,91.49726
2022-01-10 03:00:00,45.0,8.0,-2.585785,0.0,-3.7071228,91.992256
2022-01-10 04:00:00,45.0,8.0,-3.0662537,0.0692904,-4.118988,92.43619
2022-01-10 05:00:00,45.0,8.0,-3.0557556,0.1284033,-4.2102966,91.733086
2022-01-10 06:00:00,45.0,8.0,-2.6289978,0.13007969,-4.0413513,90.006065
2022-01-10 07:00:00,45.0,8.0,-1.7461853,0.24659187,-3.9356384,84.996666
2022-01-10 08:00:00,45.0,8.0,-0.33920288,0.29779226,-2.9283142,82.66987
2022-01-10 09:00:00,45.0,8.0,0.7394104,0.31814724,-1.5127869,84.88682
2022-01-10 10:00:00,45.0,8.0,4.024811,0.31900546,-0.98324585,69.85742
2022-01-10 11:00:00,45.0,8.0,6.339752,0.31900546,-1.1123962,58.913208
2022-01-10 12:00:00,45.0,8.0,7.903717,0.31900546,-1.4822693,51.516468
2022-01-10 13:00:00,45.0,8.0,8.758942,0.31900546,-1.9725037,46.892704
2022-01-10 14:00:00,45.0,8.0,8.803131,0.3194327,-0.65463257,51.495274
2022-01-10 15:00:00,45.0,8.0,7.9220276,0.3194327,2.4239807,68.22812
2022-01-10 16:00:00,45.0,8.0,7.087555,0.3194327,-0.9480896,56.64075
2022-01-10 17:00:00,45.0,8.0,4.7396545,0.3194327,-1.6724548,63.174778
